number,title,classification,timestamp,latitude,longitude,geometry,index_right,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER
18707,Report 18707: Two incidents with two witnesses on Kinchafoonee Creek,Class A,1992-07-11T12:00:00Z,31.43265,-84.1293,POINT (-84.1293 31.43265),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
19421,Report 19421: Nighttime sighting by truck driver near Red Top Mountain,Class A,2006-09-01T12:00:00Z,34.1318,-84.73846,POINT (-84.73846 34.1318),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
21193,Report 21193: Daylight sighting by motorist from Jimmy Witherow Bridge,Class A,2007-08-01T12:00:00Z,34.48287,-84.5136,POINT (-84.5136 34.48287),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
21359,Report 21359: Morning sighting by fisherman near Rising Fawn,Class A,2007-09-08T12:00:00Z,34.42654,-85.31646,POINT (-85.31646 34.42654),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
21402,Report 21402: Daylight sighting by artifact hunter northwest of Cleveland,Class A,1980-07-01T12:00:00Z,34.64145,-83.80404,POINT (-83.80404 34.64145),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
23911,Report 23911: Nighttime sighting by motorists north of Canton,Class A,2007-10-15T12:00:00Z,34.39965,-84.383,POINT (-84.383 34.39965),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
24125,"Report 24125: Man observes a large, hair-covered biped outside his garage south of Nashville",Class A,2008-07-02T12:00:00Z,31.17384,-83.26071,POINT (-83.26071 31.17384),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
25043,Report 25043: Campers see animal observing campsite in Cohutta Wilderness,Class A,2001-10-15T12:00:00Z,34.8155,-84.58501,POINT (-84.58501 34.8155),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
26201,Report 26201: Family reports numerous incidents since 2000,Class A,2000-06-01T12:00:00Z,34.06705,-82.86789,POINT (-82.86789 34.06705),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
26262,Report 26262: Couple witness creature crossing road north of Atlanta,Class A,2009-06-28T12:00:00Z,34.31955,-84.48006,POINT (-84.48006 34.31955),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
26313,Report 26313: Motorist has late night visual encounter near Tyrone,Class A,2009-07-17T12:00:00Z,33.49565,-84.5317,POINT (-84.5317 33.49565),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
26352,Report 26352: Early evening sighting near Moreland,Class A,2007-10-13T12:00:00Z,33.2706,-84.73555,POINT (-84.73555 33.2706),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
26822,Report 26822: Late-night sighting by motorist couple between Homerville and Edith,Class A,2009-10-07T12:00:00Z,30.83105,-82.6386,POINT (-82.6386 30.83105),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
27072,Report 27072: Hunter has a late-afternoon encounter near the Altamaha River,Class A,2008-11-23T12:00:00Z,31.46641,-81.64665,POINT (-81.64665 31.46641),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
27197,Report 27197: Adolescent child has early morning sighting near Chatsworth,Class A,2010-01-12T12:00:00Z,34.8243,-84.72352,POINT (-84.72352 34.8243),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
27300,Report 27300: Late-night roadside sighting by a young man outside of Moultrie,Class A,2009-08-15T12:00:00Z,31.18562,-83.66153,POINT (-83.66153 31.18562),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
27888,Report 27888: Man recalls close encounter at dusk as a youth near Macon,Class A,1957-07-15T12:00:00Z,32.86288,-83.55708,POINT (-83.55708 32.86288),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
28526,Report 28526: Encounter by a squad on maneuvers while training at Fort Stewart,Class A,2004-07-15T12:00:00Z,31.9853,-81.61756,POINT (-81.61756 31.9853),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
28637,Report 28637: Two fisherman recall a daylight encounter north of Helen,Class A,1993-05-15T12:00:00Z,34.7673,-83.77811,POINT (-83.77811 34.7673),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
29326,Report 29326: Memory told of a nighttime encounter at close range near Blairsville,Class A,1994-05-15T12:00:00Z,34.84161,-83.94456,POINT (-83.94456 34.84161),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
30004,Report 30004: Backyard nighttime sighting in a village outside Rome,Class A,2005-10-10T12:00:00Z,34.17521,-85.18678,POINT (-85.18678 34.17521),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
30135,Report 30135: Man recalls encounter with 7 foot tall creature on grandparents farm,Class A,1960-11-04T12:00:00Z,32.96854,-85.02602,POINT (-85.02602 32.96854),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
31888,Report 31888: Scary encounters outside a rural home near Jackson,Class A,2004-10-22T12:00:00Z,33.34677,-83.90588,POINT (-83.90588 33.34677),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
32435,Report 32435: Memories told of activity over several years at a family home near Oglethorpe,Class A,1978-06-07T12:00:00Z,32.2462,-84.08932,POINT (-84.08932 32.2462),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
33115,Report 33115: Two witnesses recall sighting as teens near Monticello,Class A,1986-06-15T12:00:00Z,33.46372,-83.61285,POINT (-83.61285 33.46372),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
36006,Report 36006: Man recalls multiple experiences (including a daylight sighting) as a youth near Gainesville,Class A,1976-06-15T12:00:00Z,34.36153,-83.87177,POINT (-83.87177 34.36153),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
38870,Report 38870: LEO recalls his daylight sighting as a youth with his horses NW of Atlanta,Class A,2004-05-15T12:00:00Z,34.03528,-84.83903,POINT (-84.83903 34.03528),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
38873,Report 38873: Dusk sighting in the middle of the road by a husband and wife while driving outside Cedartown,Class A,2012-07-15T12:00:00Z,34.05198,-85.16238,POINT (-85.16238 34.05198),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
46328,Report 46328: Motorist has daylight sighting on GA-75 between Helen and Cleveland,Class A,2009-03-30T12:00:00Z,34.66467,-83.71705,POINT (-83.71705 34.66467),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
48086,Report 48086: Motorist observes large ape-like creature in her headlights on Old Cartersville Rd. near Dallas,Class A,2011-10-19T12:00:00Z,33.94979,-84.82338,POINT (-84.82338 33.94979),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
56061,Report 56061: Nighttime sighting by a husband and wife driving near Rockmart,Class A,2016-12-03T12:00:00Z,33.81871,-85.10207,POINT (-85.10207 33.81871),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
57053,Report 57053: Fisherman has up-close daytime encounter with a hairy hominid near Clayton,Class A,2014-11-08T12:00:00Z,34.8804,-83.31311,POINT (-83.31311 34.8804),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
12205,Report 12205: Late night sighting by motorists near GA/SC border,Class A,2005-11-25T12:00:00Z,32.98597,-81.61264,POINT (-81.61264 32.98597),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
44479,Report 44479: Possible encounter while fishing Lake Guntersville at night,Class B,2013-08-24T12:00:00Z,34.24174,-85.08995,POINT (-85.08995 34.24174),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
1865,Report 1865: Loud howling vocalizations heard by residents near Lake Alatoona,Class B,1999-05-08T12:00:00Z,34.0474,-84.68864,POINT (-84.68864 34.0474),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
2093,Report 2093: Resident near Red Top Mountain State Park hears loud characteristic scream while working outside.,Class B,1999-05-20T12:00:00Z,34.1226,-84.7038,POINT (-84.7038 34.1226),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
2094,Report 2094: Second report of scream by resident near Red Top Mountain State Park,Class B,1999-06-16T12:00:00Z,34.1088,-84.6971,POINT (-84.6971 34.1088),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
2100,Report 2100: Witness recounts he and his friend's encounters with a strange creature along with strange sounds and footprint finds,Class B,1974-04-30T12:00:00Z,33.97005,-84.20175,POINT (-84.20175 33.97005),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
2278,Report 2278: Hunting party shadowed by footsteps after loud vocalization heard from treeline,Class B,1986-06-15T12:00:00Z,32.0321,-84.43484,POINT (-84.43484 32.0321),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
2589,"Report 2589: Couple hear loud, reverberating screams, witness a large, bulky man-like figure in the moonlight near Pidgeon Mountain",Class B,1998-08-04T12:00:00Z,34.66005,-85.4034,POINT (-85.4034 34.66005),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
3094,Report 3094: Teenager hears vocalization and has encounter with smelly creature outside window,Class B,1987-09-01T12:00:00Z,34.36725,-84.57616,POINT (-84.57616 34.36725),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
4109,"Report 4109: Night time harassment of Army patrol on the west edge of Ft. Stewart, 5 miles NE of Glennville",Class B,1995-06-15T12:00:00Z,31.9621,-81.88995,POINT (-81.88995 31.9621),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
4236,Report 4236: Man recalls a possible encounter as a teen at Fort Gordon,Class B,1965-06-15T12:00:00Z,33.4119,-82.13665,POINT (-82.13665 33.4119),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
7004,"Report 7004: Possible vocalizations, etc., heard near Canton",Class B,2003-10-02T12:00:00Z,34.1962,-84.50055,POINT (-84.50055 34.1962),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
7088,Report 7088: Deer hunter hears strange screams and possible stalking near Pigeon Mountain,Class B,2003-10-07T12:00:00Z,34.77525,-85.3297,POINT (-85.3297 34.77525),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
7356,Report 7356: Two servicemen from Hunter Army Airfield describe tent stalking incident on uninhabited Little Tybee Island,Class B,1976-01-02T12:00:00Z,31.98125,-80.89485,POINT (-80.89485 31.98125),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
7464,Report 7464: Deer hunter describes possible stalking on Pigeon Mountain.,Class B,1974-11-01T12:00:00Z,34.66029,-85.39171,POINT (-85.39171 34.66029),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
7575,Report 7575: Military man and wife experience loud howling and shaking of mobile home near the Ohoopee River,Class B,1982-11-23T12:00:00Z,32.34705,-82.2464,POINT (-82.2464 32.34705),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
8880,Report 8880: Possible vocalization and camp stalking in Raven Cliffs Wilderness Area,Class B,2005-06-15T12:00:00Z,34.7064,-83.8329,POINT (-83.8329 34.7064),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
9001,Report 9001: Possible howls heard near Thomaston,Class B,2004-07-15T12:00:00Z,32.80865,-84.25755,POINT (-84.25755 32.80865),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
11030,Report 11030: Cavers hears possilble vocalization on Pigeon Mountain,Class B,2007-01-16T12:00:00Z,34.69895,-85.34145,POINT (-85.34145 34.69895),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
13178,Report 13178: Vacationer hears possible vocalizations late at night southeast of Helen,Class B,2005-11-25T12:00:00Z,34.66255,-83.76585,POINT (-83.76585 34.66255),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
14887,"Report 14887: Possible sighting, vocalizations, stalking, etc., near Sweetwater Creek",Class B,2006-07-05T12:00:00Z,33.81283,-84.80283,POINT (-84.80283 33.81283),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
15329,Report 15329: Man describes his father's sighting near Lakeland,Class B,2006-07-26T12:00:00Z,31.0614,-83.07575,POINT (-83.07575 31.0614),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
17249,Report 17249: Possible vocalizations and an approach to a residence outside Gainesville,Class B,2006-12-31T12:00:00Z,34.37537,-83.77232,POINT (-83.77232 34.37537),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
17308,Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA,Class B,1984-10-01T12:00:00Z,33.9844,-85.3582,POINT (-85.3582 33.9844),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
17477,Report 17477: Witness and family hear Mississippi type howl from wooded area near home,Class B,2003-08-12T12:00:00Z,31.2137,-82.77173,POINT (-82.77173 31.2137),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
17957,Report 17957: Mother and son experience multiple incidents in the Sautee-Nacoochee Valley,Class B,2007-02-15T12:00:00Z,34.71425,-83.62215,POINT (-83.62215 34.71425),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
18001,Report 18001: Possible vocalizations near Plunketts Road outside Buford,Class B,1999-08-13T12:00:00Z,34.4447,-83.59509,POINT (-83.59509 34.4447),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
18361,Report 18361: A group of four-wheelers experience a barrage of rocks and limbs on a late-night ride near Meldrim,Class B,2007-03-24T12:00:00Z,32.13781,-81.34159,POINT (-81.34159 32.13781),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
18377,Report 18377: Possible sighting by multiple witnesses on farm near Buchannan,Class B,2006-12-18T12:00:00Z,33.81461,-85.15337,POINT (-85.15337 33.81461),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
18439,Report 18439: Possible scream at Ft. Stewart,Class B,1987-09-19T12:00:00Z,31.55762,-81.47213,POINT (-81.47213 31.55762),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
19129,Report 19129: Camper reports possible knocks in daylight near Conasauga River,Class B,2005-04-21T12:00:00Z,34.8983,-84.6216,POINT (-84.6216 34.8983),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
21145,Report 21145: Man remembers unknown screaming animal passing underneath his deer stand before dawn on Clark Hill Lake,Class B,1979-10-15T12:00:00Z,33.89761,-82.4975,POINT (-82.4975 33.89761),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
22813,Report 22813: Cyclist hears loud wood knocks in Chattahoochee National Forrest,Class B,2005-08-15T12:00:00Z,34.4826,-85.10299,POINT (-85.10299 34.4826),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
23701,Report 23701: Vocalization heard at close range on Appalachian Trail (Gooch Mountain Shelter),Class B,2005-07-03T12:00:00Z,34.6527,-84.0354,POINT (-84.0354 34.6527),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
23978,Report 23978: Possible encounters near the Upper Chattahoochee River Recreation Area,Class B,1990-10-20T12:00:00Z,34.78035,-83.78375,POINT (-83.78375 34.78035),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
24393,"Report 24393: Man remembers a late night ""camp-circling"" along with several other young Marines outside of Albany",Class B,1977-07-30T12:00:00Z,31.30062,-84.02254,POINT (-84.02254 31.30062),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
25574,Report 25574: Witness spots sasquatch approaching camp near Warwoman Dell,Class B,2009-02-22T12:00:00Z,34.94325,-83.18237,POINT (-83.18237 34.94325),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
25693,Report 25693: Husband and wife hear characteristic vocalizations in the Sautee-Nacoochee Valley,Class B,2009-03-15T12:00:00Z,34.70107,-83.6746,POINT (-83.6746 34.70107),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
26019,Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram,Class B,2006-06-21T12:00:00Z,33.796,-84.79601,POINT (-84.79601 33.796),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
26396,Report 26396: Possible daylight sighting of a juvenile sasquatch on all fours by a deer hunter near Axson,Class B,2007-11-15T12:00:00Z,31.30952,-82.74675,POINT (-82.74675 31.30952),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
28982,Report 28982: Wildlife enthusiast records moaning howls near Bainbridge,Class B,2011-03-11T12:00:00Z,30.79456,-84.78122,POINT (-84.78122 30.79456),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
29530,Report 29530: Possible wood knock responses and strange tracks found near Rome,Class B,2011-06-20T12:00:00Z,34.17769,-85.19659,POINT (-85.19659 34.17769),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
30483,Report 30483: Possible road crossing observed at dusk by a truck driver on I-75 south of Cordele,Class B,2011-08-25T12:00:00Z,31.85605,-83.57655,POINT (-83.57655 31.85605),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
30730,Report 30730: Hunter hears possible vocalizations as well as bipedal movement near Pigeon Mountain WMA,Class B,2011-09-28T12:00:00Z,34.62689,-85.42266,POINT (-85.42266 34.62689),18,13,01705317,0400000US13,13,GA,Georgia,00,149482048342,4422936154
